customer_id,customer_postal_code
96a3ccc2b8a86795e0dd98dd58e80d82,58430
8a446e06026e18c1031c6782ec0664ee,88220
5eedff30a379fbcc0851653d18295723,6807
67e006c137d605a254b58576a282ec5a,87360
630e9a67c8d1528b356f51ba17702570,9951
6d7dae0835c48b8cf7ad6a03b9105132,45000
8946af2634bf83b52c86664a2a57b41f,90020
577ece54796bd0f230d4df152b53536f,4754
aa2c4c511e308053dcab7fc8d1000604,96740
7c5b3f5b21b1e25985cd6b1b20020b22,79080
91fd468b0c6209286b3a9331612136a2,8060
73079efbc7fdf6ce0d8b8c4b1fb8698a,13313
75e490ed3784567b2dd4bd3b3fbdf6f6,29149
af4b49ff1d866fb55f0550973e676ba3,4276
b1bd6e32de08eb41082fac5622c75fad,90850
0c34c39c897304ff49eeade3059c4c60,5711
b789deb8459b49aecafbeefb36fd51c0,53350
ef9b1a2e4cecb4ca7dccd1e3ee8400fa,4144
916c443f0834b02f061752c40f4b1666,8615
d4aa5e0e3077341b5cb473ccba437951,7092
f3191db55e494d3b2261cde6f338cebc,13211
a411f49d910482d3d37f9d588a308ac7,21230
97cba178632e2fed3edec61ce374fb60,16500
b38660d1523cef75218d24553accbd7a,15355
f5d89a35cb6ce8c1e7ec7ac20c45f9bd,13050
f90ea0e649c53031d7eba1debc731684,4330
74282fa83d0b14c96deae5439d7cb5e6,18540
575ceeb297976876affc5f1ae9cf865f,14783
e98d0483706d491ab3da6b233a1a87b0,8130
ccee3c453c3fe225b0beb27d9638d284,85601
55c6424f08e75680af39be358bd3c1e5,13273
fa52fccf0dfd67b8d1ed46b288088853,35164
c4a7dbc4efde20b832a4ccfb2832596d,41345
981e2a35b8cc3442c7b18d008d58e20c,18055
daabc936af60df21c9a3ce027b2665e5,29163
e281adb74e1dbf9dc23670880c9576bf,36970
e28dd4261bed9c7ba89ecaf411b88f7c,88302
63c0e998a8a49b7937fcb229c96c968f,88075
b1449a43a666cba48f485fff0a509b8e,29600
a7ca11bb456bde34525e2c9049530c8e,29380
d68a4ad2e0e1b831588c397095a3ac27,23020
ee3dd5769faf8ff6cde4f3120f191d4f,86045
03cd655937e266ad3f683fa24a217dcb,74843
f405c1508283b811894b6fdb085041cb,4845
733cfaeaccfd9dac7b089a7bdaf2176b,9541
b4211f38ade936b62d702e56ec4068da,3192
497ee8ce7cf70245d3636f91c968163f,78635
8ca10fbdcebc21d0dc222f737f7feb18,13044
f1b1fdbce377337fa5032c63729b67b4,5542
ec8f2dcb080511771e52af7ca42117f5,25850
e7cacd890ee7f47989b72a93b50ba5ad,60741
daac514ffdd2cc0cda0e9686c63a9cad,4855
f83ba5b7fa884a9b50fd4f6ca4826c42,78731
1fe381f4b615df3b145782822bc200af,19800
c4a6070421fb7c3223103d2c145b3099,25620
ddeefd33f4b6428f43b0d522bee1696a,38320
102d1e447c19b8c08aae5ba8fde0b4bc,6429
24eafdf1adba85219732e8ec88a8ba3b,78340
90776ffa40604fb8ef0911e52c4c1d02,36013
9aeef00092181c23d5caf47cab6e5f5f,2732
8c20d9bfbc96c5d39025d77a3ba83d7f,48410
a2a2f4426885e3ee4df54503d1ea80c8,60165
d05a2fc75287e80ba6aa6c9958d2abb2,41290
b38d15c7dc1cda6caded2ceb0d63cc3a,25060
edaa9852dc9c501799d0062442a05a52,8830
96d6b58803716cf4a2d006f34c6eb590,8210
58b6f835fd008037b8161b24b9d346ef,2066
370b23162b4b1ad3368af5d91a9ec443,78335
2e32ca7e2acc6a7eb2dd31c28016b93f,90620
e7710c3d39c249c8731ae1a9865243df,30150
13d2a1d76856340c89fe82c204510180,35112
8e0f91b6706847cd0aea9d834d968c4e,27275
7f5c8f56535b9c3dae5d7edbbc03849f,22011
6c5a6b3047a0bd11c828dc61dd4b4ec1,3437
e8739af3ab67b5b2c8c54c8e798afee3,5892
0c850bbaba81c6631a969cb47b48aaa9,19060
b95c303652bfe9fa2d4851ec82983c2a,9190
cd461407373ed9a97abc9ab4eecac2c5,2123
d231f1ac967fe67f2853f0075012744f,3422
fe5f081eb56748482abe3a5f13f7fc43,40420
cc3590e4afbb4b3e056b50a80a6a7d0c,22765
b29169462571611d1417abbb0c788dca,1404
b9ed552047d9caec7b90ff5f1cbba509,96506
8dbd9a596460b3b76fd42b13a7d77382,12226
c9a94a45d18593ebe8f50d08cce39e2e,41745
9a4081806de4fa6ba62e59fc675fe200,32661
9846bb9c780cb5d6f70ae844ddf2878d,32670
bc2799ce7d11d287ada62e695e3203fc,5468
87d23e68b92b0a82ea7d3f297d0dcf71,5021
87ed80c76e0cb513456b7429a879e44a,56280
1cbe9451567408725b5ab9c1b6f848eb,41152
f277efbc37718499302b3e189bde8e35,46430
b81d8b14294e58ac9ec8fdf6a11e9da0,2341
10a86619816f9d2afce3f45b04aabc71,23953
70a4e6115d9256bcf1fcef49250afa85,62190
a753155288fad08f8802c3b2d2b243df,73105
4bf95d4f05278e600faa3fdf6f6b6d9b,16052
8821ed2641ed1a27d5d7e5ae0c6b7ce5,89190
37e6ea49e170e1146b094fffe5a66938,13495
a01d949bbd7511dae0779da819c1d8ef,8693
cb87122c4871e202777cf243fbea2d12,99200
4e067fb6e20c27d9fb61342c64647181,11060
70fc204d6c0b0a00911ba3813eac28ee,22460
438eaefae192046b0a5fbe38cea8bd35,27920
a11210008a18cbd61be90944ad6bef56,6773
323660fcecc58704a6fac8faabbdd56b,77015
31bb23e87b9ced322c87a42677a4723a,13348
0d40823f18a472145b6f7bc7e5e03134,2441
8848cb4793d42f70d84a297c489e29d0,13276
fd3129fbbc0767919a5d42cf03525ec2,12305
00a6e2753fc2652cb87386ffbf5792b2,4944
d4a4bc52d41f89e12104f482ed6b6e52,12041
1d27c6ba146cd92a1831a57346065da5,3087
2055909723147d7d653939c0094cee34,14403
1f4ef6ade0241043e777a8e9d3060ebb,39403
1ef627892521e8ab02bb728a2bb2bb65,4856
2cde3641a0fa8cee74532f47099756d3,11702
94681622e0ad228d6c238a15aa9441fa,4601
09d08b0705e879f4d8bcd0792308e83d,37200
628ad6ffbb4c46d6d1781bb4360ac2dc,93950
b25c961cb9da931b083a952527eb8956,13270
ecf9b95706f52137b21ff19943699b58,72316
b1558995665e3eb6bd8602064b17ec24,3416
d34a9309d583ff9da2a8d725f4cae78b,23550
6c4d1f47d8330211a3fdc593f51c2d34,13465
322f36046dd936288a20347c181996df,59855
3ededc1f808f7482c3a034e1aa27e494,11020
e0dc8ea464de23db3b4aa5fa6ae07cc3,71918
00785e4d6fd1ab53e7de20c730c070f1,88301
7ef1e3b2623582caa5eeb84a79fb21a0,64037
d3461ae5a1fa3912e80af3b7a64aaa4f,15807
4d3afd054c81809d99eacd8a22e08075,23075
d6aeebaa342ead97cc1b16e47d59b867,88220
f03c9c80de7a0a901cd92d8507717007,11360
b73c72519bfcc61f91836d7a67ef40d5,13304
9052a30c5a1bde768913c851230d085a,15290
3bb847c18bde99f853838a4dce29bf9b,13178
310c955156a6bd3565e12e49c4d2444c,6705
6f4fa91813c10c8199496ff532e05ade,5641
a9f839d6b08599e6af4cb93719cec109,64039
709116483105e4198b439016da66d4d0,81315
596201f6091e62ac70da64aad9d0ba58,76200
17ebde2c7188073ca37d90c062e25aed,48840
23304f69dac259edcc18688d38ab9250,20940
6b4698a7406abadac8afabf5f8b1a87c,5145
afcccdc6ee50bf89131f9efb8ab99ece,20941
1ab59f4039d380a1fcb71406821bcc71,93600
b314f61ce490f69d09a150a40b0872e4,17601
8396777e50d6a772be52bb610e36f412,13604
779b194af1ede0fd0747dcadd6de76d8,82410
b83c6d5f769b0e788a6bbd435c6036aa,6420
b9cf59ea6d3f983467e3959a23101a78,83065
0fbe0a693526f98c8d703e94def41c78,24320
79f7aa9269886210f054b5337f326474,89694
4df922283e840682df69a70aed95807d,15707
33b51aa80282e03b34f09cdb0a0a906d,24440
a01af4c0ae53b2c6a91b40b6e2dfe766,44054
50bcce86319ecdf2df1edeae7272a38e,5606
2c761d20fb4aa9d0e730187ca4f7f7cc,99523
e5b126f41141f1f935266d68e6df0fad,27335
b67442bfea418c7574cb711bf521d040,67133
dadfaecf6c09eda0dcbe4e61de02f4fe,76824
95c0c43f95b6e11a4ffae8f6d6877f74,5403
f7962da40aedf8ef1a4d3caaaf10f941,38610
5d220dd81c69ec6c82805d9d7b697d30,29092
1db74a8b644afe5d02543026ba693e76,37245
0c1699c37326ecf93e3a029ef1159431,4844
3069ea492e72b967405163189ad0c29b,35184
d4c072d412c695fd3a4414cd08afc799,44900
98f6d35d8cb5a1d8a803cf8d474767a7,4211
4888da2416e4fd5010e50d1f720e7f23,44572
7d645d57533e7cfafcae083fb0f1b509,21670
29d638a84ba5f8b7a4b28d518b854fc7,22713
250ce9dfe50e99c23fe27a267c718e49,25975
4b940010fe9fa9b94f3848ca59102e8e,90450
e8e3d8d996f2b2945feab63c6c337989,96230
74610560322c0c6d0ec39bef84c2151a,13465
5fbc79a993390667e9a461e24d9ce21c,46810
6489126dded265a9baf0211931e508c2,4894
998f126b3cb8b108a8b7784019afa475,9770
1d2fb9f421b86873f5f7604e48b4cd5f,22240
6e63adb48a6871ebb6a58539ed62a3d8,11040
ddf7eddfa863931d992313aa1b1ccf79,1315
dacd86bc006c12e3eb2a55020cb8dc7a,7700
c2f76baedfa97dc5e933aa93bd6a9429,42807
46efeb419cd0b58214d62fb6f13623f7,79118
ea5fb295581508719fc3b766e451d5da,4362
e22f85590d676d5b37532c7d5e8347ca,15900
55297cbeceb1f300c3c3815e1485892d,31170
b6d04e119573f6721d1d58a9beb1b483,14980
47e75ad90536748c1419a97d68ec4229,7241
fb87d8e165da802c640c324b05d7d8f3,3382
cb97d2288c6fcc10d89ebeed7368828d,18133
8ead4cc7c11cc79553ed86a165f665fc,54368
dd43426ee4923b0a1c0dcd48cc1ee36e,20270
fc17baf4dcd77a8e52ccf15b42f82c2e,21670
1f6ab90ca6cddef4ddaa7b27decc8e49,35738
dcacd076b56aad562162f9093d7698fa,22070
8636a66344df5de1b0990a0811238dbf,3336
2b141f94788b2cced0125f3159a92aed,6756
de0bfd8d6339439a14344e0688756245,1427
117ba10d9ca00512031474194ea796e9,76550
967cb8f7540c4e9fa2bffaa0f8f1c63b,13272
5d9c4fa98b6581a8b423c21a9b9c42da,77001
4e329599a0e03cf4555bcbb0165d340f,30150
98a0dc59ecc82225fd647c39cbdf1494,98300
336b03d1c4945f8cc9071cac87f18c4c,16370
eaa06b73dabe13f052e2804131176be1,12308
884c6fcc38be57b16cbec285de9e6513,4945
fd9825470961bad627c5071791c7ca12,26900
356a36d4020c95bf8fb700b485d15a9d,93510
e25c42203e27abf33139b1caa9ba1990,9850
49dd36f80ac4c79a0b51aee305604b0c,20510
e63c6b323e4b6afb6a6d9b219853ce5a,37410
a56a8e003616609644d50ff6268bccdd,55870
1691b81dee4cf5dc345369081b42954e,8253
e047f484b8447314b1a1e55bdefa4ff9,79822
ccf3859f8793a274904181491334ef4c,93950
734061465fe7d5790e21853ba9721acc,5172
d78f08c9bd470ca56216a86cec735e14,29090
8b674eaa0c9604f3443197fef9fdc93b,6866
0eccbe00ed4a0a2dc61fcf5a3a37d8a0,7161
be060a38284f028a4b7231b6865b9d7a,33880
bee1e23957cf75da376d033c4e2ba724,87200
6cc3e8cd4f55ed114d0a4625ac8e61c8,58700
0689717ef06f65d8a5c53038dfdef222,60821
05504b0007f99eaae8d5fbf8cd780798,99070
6beaace76ade0b8630694d8c8ae72258,19160
9472f9fca02c86c72be6429983d0a76a,37200
093cc8dd94c7aae7b33742a5ff3be232,12246
3680a273ddb333253fa2edc7d3f8a3f2,29700
c1da9b0b8b59fe31a48c170dddc2cd98,59120
c25041ba8c87b6ea6fa4181d168dcbe3,44380
949773df91bb741e9dcbd5a0a1849c0a,82560
9c5147ae1632464089388bb16252ffd7,15470
cd5099b0fc495ab22cd35f7a060e395b,70355
b4723aaa1b0372ec3faa788d944a1e82,9780
6bece35cd8a5c807a7046aa864977e83,76630
60febc34fb19061d99caf9ddf1f6a4d3,18075
71f26a95b92285223eb7663ebc8ac5ab,12523
bbeb2d228004bb46b49889f614f80c48,17012
8c9bfe4267c768c965a7a3770b06899b,4674
9eb0710fbd7867880ac311cdc0234dbc,72220
97e784991367f2d8352cd5e456266578,11075
570c80022b8e52b1c9ff467a601f9358,6730
a92a310a3d6670dd78d7cb9eafa760be,6950
c9fb84e88f11e478d569305888e89920,35162
6d17b7ae3491ceaeaa8dc02e8a8d9485,13221
e069403a6b4ae1e82fbbee620ae3d253,96395
2199863b9b48d7b10f4be989b7ef030f,66075
16833ba7e54ba221e63cac5d9c78509a,13720
f0da5631360e182742acffde390a1c15,90220
816c892100403472a6c27c4256729d4b,3132
fe66267e4df233e7c2e72938df4dd8fd,90240
0fec7b885986f20c613f82c17dc0eb49,84300
ec5b7c2e69bc8d387c31867ce2eaa513,76410
42c4b5ddf0da0094426dcd5a1f889d33,15600
35a5f209fb977870cf57ca5564033679,3254
ed7aa26942d4514875aa11462f8e24c4,87504
49c01eb0774fa3c20b2b4aa1b1682b4b,7172
f28ff42f4a3d29ba87737305a4d73212,35501
5b07b8efa4b0fb60ec1fb7e5cff88586,9710
b59d0e3984e26ec067793eb51d7f051c,6020
bc8d0eaead98c6ac8afc8ef41f1f483e,78600
735fb1ee87aa26987bc7e2416b167054,4752
bec0ecd38c187bbacdf9a805540fbb68,83420
c9956f197db2b0c3d3cae23c3ecd76bf,6018
a39ead24e02b8839d883933860db7c8d,28300
2bfd98535589d25f433140134e2b8e15,89802
437b8a8795404b63e5ab18216af0a2d4,22452
9dc4cf072184adc87274ccd4811b508a,2067
a1d6e13802152289fcc45e318966308d,23895
5612114672ad64e961d09613b8f196e5,4112
e234cd9396872f2de40b139ccedddd11,9182
30367cbd4765dc3372734e4a100cbb50,23020
a7b8d98d59a1a44a4f78408b257b3ff1,8160
6efbd167ba77f51f9da359e85f4c801d,36016
fd25bc76f44942a6262e0faa6bc1bb8a,8940
8b8cfe7e4865337a1e11913c2a778d3e,32641
376bba723b8b3baca4874090510a051d,72210
eb9f81343ccb0361b66606660a0941c2,54753
8787ba68a8789a9f9e2491e011573d10,4138
0bf8bf19944a7f8b40ba86fef778ca7c,4045
39594b7114e70f980097f1c4a4f01688,85605
d4b016b28c26f2da830da9b0e1d235be,22011
55301531b32179f1220ed9cf9e5d4344,31540
6aa501436836de38051dfc5fce054127,6823
23d661035c54c208be4efe7ceeba7821,22431
13d8708d88e6b59206770062988be2b2,16202
a0352e4aa2fdae6ed07559c88e1a1c00,30390
b698ea7fde13101fa5b6fb1382b4e112,3162
9e719f78889c3f9ec9fea06852eaf6b4,46100
4a649e63666609f1e8535c98b8e1a5b7,83331
5044e8b37438c40fd1ec142dfb1d6807,24210
1bf762864813c7d1e7496fb78b4de67e,5007
4ef22321e988e87dbb047cd96b9293fd,5145
233d97d412c7f4bb8d857ec922c0317f,11454
79986e17c3a038cb24355365fc78a0e9,4640
94950f8967d24eec282fa9968e1fc7e0,84070
0f99c31bedc34957e0dd7689d593a3b6,13091
65855f1523c77cf7936981daba756ae6,4904
ce2172509c4149d65212484eb761bc37,88350
6e001b127d62e0c00c0dfb63778ae9c0,12223
49112800d9f84bee4cb56c717eb30dff,37502
403c18ab4dd89d3ca5e3690c73832ad5,72237
5ecc5bb2b96483a913b2d138e56aa1df,29305
6cb393c4edd43586fc9eb664579e6622,30644
c7c6c700a70e47413229de2fdea0528e,88050
23e8f9579ef5c6aef038027dc2522847,84250
5366b0fd8d98481e724d2c25b0f6be0a,7030
17df09c17e859d9c328292bf6444ba9c,12460
3440be78d6a33df7bbb82f1d20aa871a,18560
6885b48deaa9eb87fc9bed8f40f9e70b,89207
a280ef36b320f176238aca454824fd91,36570
7be44e9560ee6e723ef8e823fbcc9edc,72592
a0f90b7e2bff101eb8d56969e719f2c8,8111
cb8a6aa2beb0c6cc37ae74a14798a13c,39740
e268970912eb010dea9194ee50e22276,72280
9cfb0df685121979aeb180fca03b8ae5,1046
282cb5fd8f77b5adc7a04bbf77f8ae52,65065
bbc956eb1bf346bab4697506b044c95c,6543
455d3b0a4ba690caca990d8a6ae98f29,23063
55a0e99166b39634d9dced4842210f7f,18273
f04a7506f6a835ea2922ea54f153f3a7,27257
f280a183e4e63b12aa5b9b6d06baecaf,22261
0dd884f71795de2277b374e5714f7102,3438
c66930207366cd639a04c2fdfbfb310e,13056
0017a0b4c1f1bdb9c395fa0ac517109c,81510
f971a3a1f0bff189598bbfb8b62466aa,3012
4b8aa85bd0844a2cfa46261b1afd9386,52165
e17dbbd9f659bf72e9d742658f9f3d6f,4784
2bc5c92da6f86fad8ec9dfdd63a2b8f2,95690
4d77375c6dcb70bcc7e85e9745a7f61a,49055
63a900df8e32262e9137d1ab5d4238f0,13214
0c3dbd7a0e5c75e4aefa811858a2ef11,7987
50a941fc51a3a9f527f340e481af250d,45816
49ff6d6e358e4b860a1a8110a214472c,7050
6910071bfaee0f9191dde48e7b3fdadd,25264
8f0b5e2b29d170d022d575a3630b429d,70855
e49e2af32c3082a1fdc8f5dc5c5dee7f,30150
a7361cef18d3fa0382cf9b7179c7de30,4815
6beb76e88e25d922fa3724dc7af3a92c,84640
c6669ca16f1419eb3586c67a9cfc2948,87920
45ee462646e80746679a459081941fd9,35020
9329d0ceca507a1115dcba397fad17a1,97760
08ffcc4f7f99c98cff3560ce1c502b8c,91430
d8a1c939d8e0e20c2385e0639bd8c094,15600
cca714a45e5835370a3da95bd5bc6b1f,38300
06d2794bd8c6d90db6889d6c5f2d83ea,25651
608ad8754d7804251b348ba11b644053,71918
5bbf0546c8ccf4dcfe02790cd73b6297,32470
b38fe1a2c24f64d3415260f865f25a72,1415
8cf88d7ba142365ef2ca619ef06f9a0f,79092
aadf17dc4ad865d7d15ef9ceecd4bbb8,5351
a2a0ae5761e112d438da0e090c450de7,92440
78322edce10f273a39ad5d6e1dcc5c47,58200
9a5c701a70252c3bdb08d51378595ce7,14530
faaf00772bca8a9e352dc28f1d243ec8,74610
bbed564e83eb94355dc3537879b54f40,4346
4a5c86222ec3a2871fd3585051434053,30670
d6f8dd44b89b4808e4a0d8f7f338af37,28613
6789ff94f33ec35c9ce0eccb2513fa52,9951
dec52b4b346dde7f75f0b2f21b0955bd,57307
a2db5b8ebecdcc046aba7a1991e73c6a,41635
eb0f82d3736ca2bd8ec20d1be9163a66,22410
2aaa65ce049f1d48a12686e2142982a8,91220
7ca93e75d64f65590a631b085c32e869,13087
755cbdd9590787b4213792e83aa3a709,13140
74d4c2d4ff3efbad79ab4b8c9f1e3675,17011
a91184a3664b61bc9731ae1c76a4f2f6,29830
aba3d57d2176fbbc5937098c6120e90c,22630
9acac19eb552df355abdb0347154865e,31060
daf556572d5a32abdf0ef68f7a9c3d10,13348
2d598740458ddd8adf4d639fe801f902,60175
44ad33d49b814b211776dc5002fbc561,5619
dc74ae880bed27c49153f3572e1aedb7,18610
fd1113e9d9cf81c3b1e1704b6ae6286b,84935
7cc29bd694a82357723df9961ab7d3a6,88032
b00dc51dbe5ad842fe829eea1bfbe756,39403
687c29e95e8d8c4b6109dabee2c6742e,49087
6e27bba7912469fdd0527f2c6c8ea100,28500
aac4712a1869e7e6c81ad015c0f098aa,76510
f75a9fad9c2ef07542ad3eb5c7f1c5f0,7124
72d4944fcf1d48d6098ae39caa4f4bf4,14140
be4ecdb7c9401fd98ed01456634cfcb2,68485
d76831a8621f75ed2c625ebf14d32f4a,26297
0c624662dad9870159b81a817fd1f147,2310
bd0c57b418e8b1cd0f10d87da71a403f,38182
b1d9e0fe53450b1be6afe138fce9dede,12232
19fd0868f95ae82311ca792f5f62a0cc,29046
ee065ee29b53ebdd9e1c8811ab03b564,82820
4c8c91d83ede1b23f28cb383db245908,18043
84b224ea75c50930c04ea9411a1084d9,83750
79b2d0f76b70f50f1321dd107498329a,23890
e36d98b48eb5d1b52eef30063bef6924,99770
d24a42b429025967e6db9734a049d995,1501
dc6a0f1c236b47d8263b9ad6debcb5bb,12324
bd08dfed0cf17e30968943b497ef14ec,4061
8172f8287e371eb951d98d374c65131b,13060
aa57e2ac661dae06e72fd085abc4b249,55590
70685ed2b54ea53d14b41a1e7c57b06d,17013
becaefc357257f46be4d4fc171fa2771,13031
8e54cb7b798db514f7f39bf3c5aef35f,48540
35912908cb996d4e7f287edf06b1c8f2,45604
f11f3360739b68aefb45eaba4a6bd1f1,13625
26355ea90aab63ebf5e90caa825a943d,90460
668393d03f3709896ca5d71fd0595366,59140
92d6832c5ec0be03b1bc69a3e9e60758,31710
b082b15e882634934fd91c73e4c057e0,30320
a0c8900e3c9534021c33b400989cbcaf,20251
c3b7eeb9e7073945a7935edf7d6f8343,23087
011a899e735ec86f00f26089cdae09cf,4890
5941cab9faecc602df8b6e69150b9d65,49490
568b842cd1debf5c70b350e7fa0b1a1b,81580
39da6c5a8205b9d89895c6ce353153b4,4747
299c412fded7334cb0c3a66d1ef90aa8,1207
5833a1a8d62b965ca0f8205a8bcb32fa,51335
4914885c2995408d33b78e8f8298566e,5372
e1da8ad2215e8145aa8193f50be94c47,9820
d82eb09949dcb81a38a4b87cb80d45e7,13650
c7b61613579c9bdffb328c60b8b6c148,26020
7560faa92e744007c969d655e8d25f1f,4716
d43e9219fb6746cf271e4be039f75ca0,23042
3469ebe2f9aa5e08f1a85ecf20b549e0,5590
0ab26918ea357128c0f6f9acdcf8f0f7,5372
872deb900d7e77d23ab72edf164c9be9,9071
124996b6e8865af35cf5b0bd01462f5b,20031
7466b6283519a7725a8a30cd00f8784e,65715
e5f8e8729146fd86c86830782eadca4c,23087
cc9df8c2a0e529acdf561a8528ad5f97,63530
c78e1ce3a499d6979069f82c20c9178c,21020
ea7becdb889ee3d9418066a63f95871d,13990
81c40aa1c457eedcbf99ad628af078f4,38066
085dfaa4e6b6df1552f6830e79e71f3b,9210
386e96046ce0e77e5c9a9a4e818da93c,81560
d068991076871fb85b421422d6b1a5ab,89896
64404ce00502bd5bde8b635a0e328260,30320
a2c14c283d74f8d348c0ff49280e933a,35199
c94f7091c75c2bf2aa4adba866d905d6,5424
6e6e5580d0964735e8d947787a009ab5,75400
833f9bfebc6895534e9567939653e933,28907
5099bfbd0a4d21c7f39a74fe7a4fe84e,32415
1e2322453e139f015d7a024b4eb6dbaf,24220
cf83620dc4939775a6860bb0b9362f74,13482
50f01f7a19be052db9d8f2259056ab58,90450
b90fcfb897661ef402b2c3e359d9c395,60355
8f881edb13c45cda01906df7fb402491,80440
806c6547c32d65555fb424fcfd309a92,90660
491e7668ebd0e174f6a28bd563818d4f,86036
d22be3ef41b2dd919e8a0f327a02f284,28637
f2c27ef5248a5235d79ed601b5840a50,88132
a7cf3a94b9f48cade9a9e38fa3fffee4,49037
61911032487aa85b980785414f67e8b7,7152
929f17c31bd7186f4a6ca3d7d8d0535e,3729
57cffec2e5c21ad9bee83cc699bfc9b0,37701
ba18bcec3e58edfc6e8d62161a020688,29703
0a11cb0fb65032da800b780afcc1a1b7,80020
4730251e8934a542a009d77dfd027375,14340
0590c3c795016c3e5eea083a2e1f21b7,54768
d2e2768ee7e1a5e1f4634ff59fa38777,14810
c576e3c1b3d8b65c4dd8499f36d5f52e,13070
79de7628f4e126069110cd01e0cafa0b,20071
a76ebbcc72a8eab9fe880c2e7f5aac08,13026
71230fe4a71ab6a004067dfe6adaf743,58570
572178b4530a9a986a59205bedea0712,12922
8c9648b0693e8e5dd9dc3acca916d709,23575
fe2b285a4d3936b9a37ff7460a0d403f,28021
8c0d082aeefaa983963a8d7aa2da8208,38800
2aa0137ee863ad6d30c38d370ff97347,22210
975a26a7f900a17b88882b47385ad87e,9616
f70af1a55bb443930f41137eeaee382e,64675
19a570d8cc2b68d16de1d983542cf5c4,55604
e3fe72696c4713d64d3c10afe71e75ed,9961
99ec403e5635446f0677ac2752b2c0c3,13348
09a1d8d34896cc9569f3019eb0adec48,14030
c06d0ca3bead2fb2c60abf7864f427c4,37470
41cced9cced599270c9537bd4de9801e,12243
89ba44b1047e2e06f48cebad470b10d7,98270
5232d20c5ec7076cc2827b96e129672e,86410
ed6f8d78ff7bebeca70e3cfecae8eb38,41950
afe9351b7f4c24f7a4fd4f621681be02,11700
11fea740df095db33a9ced60fc8dd2d1,13092
45e6b3e3126887fc3767adefb71c97d3,12929
f210e66e70a66e49a52fc2bdaebb96cb,13820
3dea99f007f9b9a745a354fe201bf0e1,73770
6483e3c6cd89ff69fc3ee541622a2432,39400
e89fc69d6f19edffa2cb3dbec3312f25,48601
0bfb2278d83ff358645a588158d39b8f,22245
b6b3795041a60d6f686736e83cf07ac2,59615
308d634eb8b2e74f9b5bac996f0df5bc,4117
5bcee47546812cfd1ae22f687a1e266d,13035
b279a1d441c73c1974d7a63618855aa0,21210
